Date,Text,Username,Id,Permalink,Retweets,Favorites
2017-01-12 18:40:20,Check out # JimmyBuffett # WWJD # 2XL # TShirt It's # 5OclockSomewhere # Brown # Margaritaville http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=122303817178&roken=cUgayN&soutkn=7FC4oy … via @ eBay,micloset4,819690504417845249,https://twitter.com/micloset4/status/819690504417845249,0,0
2017-01-12 18:32:49,@ CrainsCleveland @ CLEPublicSquare W00T! So soon! ALL THE ! And I see @ M4Long was quoted about Margaritaville!,taylorhoren,819688612761661444,https://twitter.com/taylorhoren/status/819688612761661444,0,2
2017-01-12 18:13:33,"abepasic barley needs stilts himself! @Margaritaville, Orlando https://www.instagram.com/p/BPLq4fxB2XM_FnqllrtoJ2q2t5V4G2TomEI_Sk0/ …",MollyAnna11,819683767899987968,https://twitter.com/MollyAnna11/status/819683767899987968,0,0
2017-01-12 17:56:18,@ JacCollinsworth @vine Definitley would have torn our lost shaker of salt on that. @ Margaritaville,Margarillas,819679426833186816,https://twitter.com/Margarillas/status/819679426833186816,0,1
2017-01-12 17:55:38,"WIN a 2 night stay ""Seas the Day"" package from Margaritaville Resort Biloxi! Hotel package includes 2 FREE Boat... http://fb.me/6QixIvs2b",MVilleBLX,819679256842305536,https://twitter.com/MVilleBLX/status/819679256842305536,1,1
2017-01-12 17:27:27,Guess what's in the Yeti! # patron # margaritaville # jacuzzitime # japanesecherryblossom… https://www.instagram.com/p/BPLlm8lhlvt/,midust24,819672166207627265,https://twitter.com/midust24/status/819672166207627265,0,0
2017-01-12 17:03:10,Update on the delayed Taco Bell Cantina and Margaritaville downtown http://www.crainscleveland.com/article/20170112/NEWS/170119901/public-squares-high-end-taco-bell-delayed-until-spring?X-IgnoreUserAgent=1 …,thisisjoshjones,819666055429816321,https://twitter.com/thisisjoshjones/status/819666055429816321,0,0
2017-01-12 17:00:05,Take 15 seconds to enjoy the beautiful shadows in today's # FiveOClockSomewhere...pic.twitter.com/RcAxN3s0rw,Margaritaville,819665279072419840,https://twitter.com/Margaritaville/status/819665279072419840,19,84
2017-01-12 16:50:16,Check out # Jimmy Buffett # Margaritaville # KeyWest # XL # TShirt # Green # Parrothead # Pirates http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=122298791099&roken=cUgayN&soutkn=4FLJCK … via @ eBay,micloset4,819662808962961412,https://twitter.com/micloset4/status/819662808962961412,0,0
2013-12-12 18:23:27,"First I was all, ""Margaritaville! I love this song."" Then, ""Norah Jones? Great."" And then I realized I was listening to a soft rock station.",efmetz,411275133257801728,https://twitter.com/efmetz/status/411275133257801728,1,1
2013-12-12 18:10:29,# Tonight # BadSanta # LadiesNight @ Dj_Blu_music # Margaritaville # ClubVille # MontegoBay # shubout # duhroad http://ow.ly/i/40ynA,clubvilleja,411271869690830848,https://twitter.com/clubvilleja/status/411271869690830848,1,0
2013-12-12 18:05:51,"Worse bumper sticker? ""I am God's model of a man""(douchebag) Or ""I'm the woman to blame -Margaritaville""(slut) Unfortunately saw both today.",JackFrost712,411270702273032193,https://twitter.com/JackFrost712/status/411270702273032193,0,0
2013-12-12 17:58:50,Margaritaville x Jimmy Buffett,kb_0124,411268939919159296,https://twitter.com/kb_0124/status/411268939919159296,0,1
2013-12-12 17:45:32,Saturday’s live music at Margaritaville features Stillwalker & @ScreamingMatilda! Live music starts at 6pm: http://bit.ly/1f1Hldk,ResortsCasino,411265592386387968,https://twitter.com/ResortsCasino/status/411265592386387968,7,0
2013-12-12 17:40:44,@ JamesRaup ha. There isn't one here. But there is a margaritaville with $6 landshark,digitalkid2112,411264384762408960,https://twitter.com/digitalkid2112/status/411264384762408960,0,0
2013-12-12 17:36:11,Update: the volcano at Margaritaville went off. pic.twitter.com/6k0y4pHxEX,ilikepuppies202,411263239784103936,https://twitter.com/ilikepuppies202/status/411263239784103936,0,0
2013-12-12 17:34:19,Drinks and a burger with itexan91 @Margaritaville http://instagram.com/p/h1qhMQMAuU/,AndyCantHang,411262768105676800,https://twitter.com/AndyCantHang/status/411262768105676800,0,0
2013-12-12 17:25:41,Margaritaville time,gloriamaj,411260595997249536,https://twitter.com/gloriamaj/status/411260595997249536,0,1
2013-12-12 17:17:27,Time to party with Screaming Matlida's alternate personality at Margaritaville AC this Saturday at 9. Se you there! Fins to the left baby!,ScreaminMatilda,411258524870905856,https://twitter.com/ScreaminMatilda/status/411258524870905856,1,1
2016-10-02 19:49:10,Jud thought it was willie nelsons margaritaville??¿¿,Kylyn31,782729168375148544,https://twitter.com/Kylyn31/status/782729168375148544,3,12
2016-10-02 19:18:11,Nu op Radio Zaanstad Jimmy Buffet - Margaritaville 1,radiozaanstad,782721370430005248,https://twitter.com/radiozaanstad/status/782721370430005248,0,0
2016-10-02 19:04:14,El intercostal Hollywood @Margaritaville Hollywood Beach Resort https://www.instagram.com/p/BLFAuUMgCWNvcj7xVXRF3J177uyDbLh0ZhZeEU0/ …,elplimply,782717857520087040,https://twitter.com/elplimply/status/782717857520087040,0,0
2016-10-02 18:56:20,http://PRVegas.com - Margaritaville Broke The World Record For The Largest Margarita,prvegas,782715871626231808,https://twitter.com/prvegas/status/782715871626231808,0,0
2016-10-02 18:54:18,@ margaritaville https://www.instagram.com/p/BLE_mZnApDP/,wisemandj,782715358532829184,https://twitter.com/wisemandj/status/782715358532829184,0,1
2016-10-02 18:53:42,Just posted a photo @Margaritaville Montego Bay https://www.instagram.com/p/BLE_h5lB9OT/,jayovara,782715208791797760,https://twitter.com/jayovara/status/782715208791797760,0,0
2016-10-02 18:32:49,Sailing St. Thomas on Water Bay # hobiecat # sailingusvi # stthomas # usvi @Margaritaville St. Thomas https://www.instagram.com/p/BLE9H59h-Ag/,feixiao,782709953098231808,https://twitter.com/feixiao/status/782709953098231808,0,0
2016-10-02 18:14:55,Got a margarita to go from Jimmy Buffet's margaritaville today. Does that mean I'm a parrothead or an alcoholic?,hkasulka,782705450118553601,https://twitter.com/hkasulka/status/782705450118553601,4,21
2016-10-02 18:09:50,"Mills waiting patiently for his forever home. @Margaritaville Resort Casino - Bossier City, La. https://www.instagram.com/p/BLE6gvSAdlL/",NatchHope4Paws,782704169165656064,https://twitter.com/NatchHope4Paws/status/782704169165656064,0,1
2016-10-02 17:59:25,# Margaritaville Margaritaville Bahamas Blender Frozen Concoction Maker DM0500 NEW SEALED PACKAGE: $1... http://ebay.to/2dkW631 # Summer,psswstyles,782701547369009152,https://twitter.com/psswstyles/status/782701547369009152,1,0
2017-10-06 19:56:07,Great show from # Nashville @ # Margaritaville # MRHH on @ SXMTheHighway with my brothers @ buzzbrainard @ stormewarren @ alskop # CriedLaughedSangpic.twitter.com/frJt8fU6oG,Chris51161,916452039131041793,https://twitter.com/Chris51161/status/916452039131041793,0,0
2017-10-06 19:56:02,My motto! @Margaritaville Hollywood Beach Resort https://www.instagram.com/p/BZ7P-wXlbYv/,dolphinfanhg,916452019572842497,https://twitter.com/dolphinfanhg/status/916452019572842497,0,0
2017-10-06 19:55:08,I’m 8 beers out of 25 in and I requested Margaritaville. Stay woke.,tetaniee,916451790291439616,https://twitter.com/tetaniee/status/916451790291439616,0,5
2017-10-06 19:54:49,Dinner and perfect margarita at # Margaritaville # Orlando. These tropical nights are sweet. # SummerForever,BarryGadbois,916451710087839744,https://twitter.com/BarryGadbois/status/916451710087839744,0,2
2017-10-06 19:52:14,Margaritaville launches SIN and Heat Wave nightclubs http://ow.ly/ds4x30fHOLS pic.twitter.com/BgaC30UhGY,LoopJamaica,916451062571298822,https://twitter.com/LoopJamaica/status/916451062571298822,0,1
2017-10-06 19:50:31,Landshark #2 with fish tacos - Drinking a Landshark Lager by @ landsharkca at @ margaritaville — http://untp.beer/s/c512087798 # photo,ChrisR_009,916450630696288256,https://twitter.com/ChrisR_009/status/916450630696288256,0,0
2017-10-06 19:46:27,The Beach Finder. # Margaritaville pic.twitter.com/4TU4TL1b5k,awakentravels,916449605423910913,https://twitter.com/awakentravels/status/916449605423910913,0,1
2017-10-06 19:31:21,You Won't Believe What Jimmy Buffett's Margaritaville Has Planned Next pic.twitter.com/QPfrw7MLxx,HeresYourHome,916445806345023488,https://twitter.com/HeresYourHome/status/916445806345023488,0,0
2017-10-06 19:12:39,"I actually hit that up last month, best 500ft tall open bar ferris wheel ever I'm at the Margaritaville in myrtle beach",BradKarg1,916441100193288192,https://twitter.com/BradKarg1/status/916441100193288192,0,0
2017-10-06 19:12:15,"Just posted a photo @Margaritaville, Pigeon Forge https://www.instagram.com/p/BZ7K-MaDSJG/",MattBrislin,916440998217207808,https://twitter.com/MattBrislin/status/916440998217207808,0,0
2013-07-24 19:59:53,I guess its cool to piss in the sink in Fla. add that to the list of things you cant do outside of Fla. # margaritaville,Workaholic_SG,360187614613086211,https://twitter.com/Workaholic_SG/status/360187614613086211,0,0
2013-07-24 19:59:51,FREE Shipping at Margaritaville Lifestyle! http://bit.ly/14Jnuhv :: Margaritaville,ParadiseNation,360187605196873731,https://twitter.com/ParadiseNation/status/360187605196873731,0,0
2013-07-24 19:59:22,"Today I've traveled from South America to Central America thru Margaritaville to North America. You're looking good, NYC.",yaybennett,360187483197161473,https://twitter.com/yaybennett/status/360187483197161473,0,0
2013-07-24 19:56:54,Dinna in Margaritaville,haleymariaa,360186863752974337,https://twitter.com/haleymariaa/status/360186863752974337,0,0
2013-07-24 19:55:10,"""Who is a sugar daddy?"" # margaritaville https://vine.co/v/hK9qt0djK93",Workaholic_SG,360186423825018880,https://twitter.com/Workaholic_SG/status/360186423825018880,0,0
2013-07-24 19:54:07,Wastin away again in margaritaville,tayylorrgrahamm,360186163463589888,https://twitter.com/tayylorrgrahamm/status/360186163463589888,0,0
2013-07-24 19:52:20,National tequila day... And I'm in Margaritaville... And not 21. What is this shit?!,kenzieteno,360185712374587394,https://twitter.com/kenzieteno/status/360185712374587394,0,3
2013-07-24 19:51:59,"This kid just goes ""how long did it take them to construct that jimmy buffet margaritaville? Because I think I remember it."" He's maaaaybe 6",laa05a,360185625485377536,https://twitter.com/laa05a/status/360185625485377536,0,0
2013-07-24 19:50:02,Jimmy Buffett - Gulf Shores Benefit Concert - Margaritaville - 18: http://youtu.be/8VG7EuQsHEw via @ youtube HAPY NATIONAL TEQILA DAY!!!,6thStreetMick,360185133623554050,https://twitter.com/6thStreetMick/status/360185133623554050,0,0
2013-07-24 19:47:06,Margaritaville,starlaizzybella,360184395845468160,https://twitter.com/starlaizzybella/status/360184395845468160,0,1
2015-01-20 18:58:44,Jimmy Buffett's Margaritaville hiring for San Antonio restaurant - http://mySanAntonio.com (blog): Jimmy Buffett... http://bit.ly/1GrArQ8,LeighHargett,557688709177671680,https://twitter.com/LeighHargett/status/557688709177671680,0,0
2015-01-20 18:52:31,Blake gave his name for a seat at margaritaville and the host thought his name was Blink,sarahdelbene,557687144895221761,https://twitter.com/sarahdelbene/status/557687144895221761,0,1
2015-01-20 18:44:08,Waiting for show time.. #margaritaville#levon http://instagram.com/p/yGDqGhm-fv/,Jake1ton,557685037270073346,https://twitter.com/Jake1ton/status/557685037270073346,0,0
2015-01-20 18:37:04,Yay! New awesome digs! # Margaritaville # BoatShoes # SolesOfTheTropics # JimmyBuffett @Sears http://instagram.com/p/yGC2V2rJWA/,RabidYotesGirl,557683258839031808,https://twitter.com/RabidYotesGirl/status/557683258839031808,0,0
2015-01-20 18:34:02,margaritaville's photo http://instagram.com/p/yF_H4VLnIk/,kevinembry83,557682494867509250,https://twitter.com/kevinembry83/status/557682494867509250,0,0
2015-01-20 18:30:20,Check out Margaritaville Graphic T-shirt Mens XL Orange License to Chill Margarita Cotton http://www.ebay.com/itm/Margaritaville-Graphic-T-shirt-Mens-XL-Orange-License-to-Chill-Margarita-Cotton-/301496864951?roken=cUgayN&soutkn=Fax9Qr … via @ eBay,soldiersmom59,557681564268892160,https://twitter.com/soldiersmom59/status/557681564268892160,0,0
2015-01-20 18:27:09,# nashville TN - come see @ levonthemusic @ margaritaville tonight 6-8pm ! Lets party on Broadway @… http://instagram.com/p/yGBtsfM3aJ/,MDHsojo,557680763442065409,https://twitter.com/MDHsojo/status/557680763442065409,0,2
2015-01-20 18:16:00,Plenty of bangers this Sunday night at Margaritaville for Australia Day Eve. Doing it big!… http://instagram.com/p/yGAb8JpoKg/,DJDamnAus,557677953954635777,https://twitter.com/DJDamnAus/status/557677953954635777,0,0
2015-01-20 18:03:43,Jimmy Buffett's Margaritaville hiring for San Antonio restaurant - http://mySanAntonio.com (blog) http://ow.ly/2TECav,SanAntonio_24x7,557674864711323649,https://twitter.com/SanAntonio_24x7/status/557674864711323649,0,0
2015-01-20 17:41:00,Haydon is currently in margaritaville,mac_asp,557669149376540673,https://twitter.com/mac_asp/status/557669149376540673,1,2
2016-08-13 19:58:46,Jimmy Buffett - Margaritaville http://rdo.to/BIGBARN Best MIX! http://bigbarn.us/,HollerWoodKY,764612188837412864,https://twitter.com/HollerWoodKY/status/764612188837412864,0,0
2016-08-13 19:56:30,eating hanging out at Margaritaville Atlantic City http://fb.me/7bpGb4fbP,pen1pick,764611617891897344,https://twitter.com/pen1pick/status/764611617891897344,0,0
2016-08-13 19:55:12,Margaritaville with my lil sister in a few,sweettobrich,764611291248005121,https://twitter.com/sweettobrich/status/764611291248005121,0,0
2016-08-13 19:45:16,"Check out the menu for Rancho Santa Margaritaville! Get your tickets here, http://ow.ly/Wuf93035tV0 # SAMLARCpic.twitter.com/AoTEq4cZcU",SAMLARC,764608794257137664,https://twitter.com/SAMLARC/status/764608794257137664,0,0
2016-08-13 19:44:57,"That's something to think about, Because the city is full of crab's. . @Margaritaville Resort… https://www.instagram.com/p/BJEVpiTBLgq/",koticmynds45,764608712526827521,https://twitter.com/koticmynds45/status/764608712526827521,0,0
2016-08-13 19:36:00,"Just left the Margaritaville arcade in Biloxi... Shattered some high score records. I was going to take pictures,... http://fb.me/4gA3y6RSr",RyanEtCetera,764606458289946629,https://twitter.com/RyanEtCetera/status/764606458289946629,0,0
2016-08-13 19:33:33,It wouldn't be a Jimmy Buffet concert if he didn't play # Margaritaville. # buffettac # parrotheadspic.twitter.com/592qf2wLr1,MadisonERuss,764605843883036672,https://twitter.com/MadisonERuss/status/764605843883036672,0,1
2016-08-13 19:24:23,Waited over an hour and a half at @ Margaritaville only to find out our names hadn't been input in the system,emtz2012,764603536910848000,https://twitter.com/emtz2012/status/764603536910848000,0,3
2016-08-13 19:23:39,I wish I was on the beach of Grand Turk in Margaritaville RIGHT NOW,DayExaminee,764603353112260608,https://twitter.com/DayExaminee/status/764603353112260608,0,0
2016-08-13 19:19:54,alllllll I'm saying is don't mess with the dude who sings margaritaville by yelling free bird # myman # coconut,cadams_123,764602407766687748,https://twitter.com/cadams_123/status/764602407766687748,0,1
2013-06-03 19:55:55,Let the fin begin! Nothing like a frosty margarita at Jimmy Buffett’s Margaritaville @ FlamingoVegas! Fins to the le http://bit.ly/10LTYqw,GeorgeMyVegas,341704834048720896,https://twitter.com/GeorgeMyVegas/status/341704834048720896,0,0
2013-06-03 19:55:19,@ andykristensen @ KyleJKV @ cgrjets lol nice there's a new margaritaville casino in Atlantic city,DCastillo_11,341704683506761728,https://twitter.com/DCastillo_11/status/341704683506761728,0,0
2013-06-03 19:55:10,Margaritaville @ mmariepez,emneux,341704644160012288,https://twitter.com/emneux/status/341704644160012288,0,0
2013-06-03 19:53:20,Wasted away in Margaritaville,Pilotjaebeatz,341704183747072000,https://twitter.com/Pilotjaebeatz/status/341704183747072000,0,0
2013-06-03 19:53:08,Let the fin begin! Nothing like a frosty margarita at Jimmy Buffett’s Margaritaville @ FlamingoVegas! Wasting away.. http://bit.ly/10LVedn,NatashaMyVegas,341704134031974400,https://twitter.com/NatashaMyVegas/status/341704134031974400,0,0
2013-06-03 19:52:52,My margaritaville :) http://fb.me/1biLEj260,MissusCulpepper,341704064247144448,https://twitter.com/MissusCulpepper/status/341704064247144448,0,0
2013-06-03 19:52:31,Come in & eat at # Margaritaville!!,f_gangotena,341703976217088001,https://twitter.com/f_gangotena/status/341703976217088001,0,0
2013-06-03 19:50:54,Margaritaville! http://instagram.com/p/aHaozZAZAt/,kbod17,341703571366105090,https://twitter.com/kbod17/status/341703571366105090,0,0
2013-06-03 19:49:36,I wonder how their round went today # margaritaville pic.twitter.com/Hd5bZPxYPy,HoldmaJ31,341703239940595712,https://twitter.com/HoldmaJ31/status/341703239940595712,0,0
2013-06-03 19:48:00,Margaritaville!,NicholeMusic1,341702839774629888,https://twitter.com/NicholeMusic1/status/341702839774629888,0,1
2017-09-15 19:57:07,Ohhh it was so good # sassboss # myrtlebeach # broadway # margaritaville,swampflier,908842143065575424,https://twitter.com/swampflier/status/908842143065575424,0,3
2017-09-15 19:54:45,@ MALCOLMore you just destroyed your radio career claiming Margaritaville was written by the Beach Boys...better burn the recording of this,letfah,908841548745445376,https://twitter.com/letfah/status/908841548745445376,0,0
2017-09-15 19:51:47,"Phollow us to the Phlock to the Falls! Margaritaville, Niagara Falls Canada Saturday night at 10:30pm https://www.reverbnation.com/thomandcoley",thomandcoley,908840803925028864,https://twitter.com/thomandcoley/status/908840803925028864,1,2
2017-09-15 19:51:13,@ radioactDEV now I follow Devin!! I also follow Margaritaville radio @ dove_djhhttps://twitter.com/letfah/status/908839269351006208 …,letfah,908840660928692224,https://twitter.com/letfah/status/908840660928692224,1,2
2017-09-15 19:46:45,i'm in margaritaville,aldicapella,908839534569197568,https://twitter.com/aldicapella/status/908839534569197568,0,4
2017-09-15 19:44:54,Tonight I just might take myself to @ Margaritaville # MargaritasAtTheHawaiians,ShakaKid808,908839069462937600,https://twitter.com/ShakaKid808/status/908839069462937600,0,1
2017-09-15 19:39:48,We asked the balloon girl at Margaritaville to make us an octopus! @ dirtyheads # wyleepic.twitter.com/d6x6SKig1H,SarahAnne1402,908837788879073280,https://twitter.com/SarahAnne1402/status/908837788879073280,0,0
2017-09-15 19:35:06,Jimmy Buffett Spills His Musical Guilty Pleasures and Talks ESCAPE TO MARGARITAVILLE http://ow.ly/rEAR30e0HC4 @ BroadwayWorld @ jimmybuffett,bigrain,908836602713165824,https://twitter.com/bigrain/status/908836602713165824,1,7
2017-09-15 19:32:38,"Si torna a scuola! Per non smettere mai di imparare giocando, acquista o ... # margaritaville # instagood # stylepic.twitter.com/teNeHRfu90",Onlines51200368,908835985680613376,https://twitter.com/Onlines51200368/status/908835985680613376,0,0
2017-09-15 19:30:16,"# Regram @ jkeatster: ""When your roommates find you passed out on the couch trying to memorize new harmonies. Welcome to Margaritaville."" pic.twitter.com/StSmF04upN",buffettmusical,908835389095518208,https://twitter.com/buffettmusical/status/908835389095518208,0,12
2017-08-14 19:53:43,Our family of parrot heads loved dinner at @ UniversalORL # Margaritaville on Wednesday as part of our # FamilyForward experiencepic.twitter.com/qvqkRKXbnJ,GeekDad248,897244878928834562,https://twitter.com/GeekDad248/status/897244878928834562,3,0
2017-08-14 19:43:39,last day at Margaritaville.. I'm a little emotional:( I'm going to miss my work family so much. pic.twitter.com/ecO50APIef,PaigeBroski,897242346412163072,https://twitter.com/PaigeBroski/status/897242346412163072,0,9
2017-08-14 19:37:07,Jimmy Buffett Launching Margaritaville... http://bit.ly/2oJBLej # NBC # NYC,TELLMEYYOURMAD,897240700022075393,https://twitter.com/TELLMEYYOURMAD/status/897240700022075393,0,0
2017-08-14 19:37:07,"Jimmy Buffett Launching Margaritaville... http://bit.ly/2oJBLej # NBC # NYC http://bit.ly/2oJBLej ,",NewBronxCity,897240698902245377,https://twitter.com/NewBronxCity/status/897240698902245377,0,0
2017-08-14 19:33:35,Event Horizon at Margaritaville # BadHorrorTitles,Real_JamesCain,897239810829692930,https://twitter.com/Real_JamesCain/status/897239810829692930,0,0
2017-08-14 19:29:25,"My friend Susan, is a finalist in Margaritaville Island Hotel's Photo Contest - help rally votes: http://flip.to/r/18-767 @ margaritaville pic.twitter.com/PhV1YIyca1",harprewo,897238760781434880,https://twitter.com/harprewo/status/897238760781434880,0,0
2017-08-14 19:23:41,Jimmy Buffett - Margaritaville http://rdo.to/TX46R # nowplaying # listenlive,texas46radio,897237321124388865,https://twitter.com/texas46radio/status/897237321124388865,0,0
2017-08-14 19:20:34,Another fun podcast! Tell Hallie I challenge him to a foot race. He doesn't want to get beat by the rash guard! # finsup # GITP,mgibbons1013,897236537187983360,https://twitter.com/mgibbons1013/status/897236537187983360,1,4
2017-08-14 19:19:46,Margaritaville -Cheese Burgers in Paradise -Come Monday -Fins -It's Five O'Clock Somewhere are some of his bigger song you might have heard,warnold3988,897236332329803781,https://twitter.com/warnold3988/status/897236332329803781,0,1
2017-08-14 19:16:11,# MixologyMonday @ Margaritaville # FortLauderdale # FTL # margaritaville # ice # beyondzero # mixology # cocktails # mixologist # icecube # Hollywoodpic.twitter.com/8dEq5T08Ym,BZICE,897235431061958656,https://twitter.com/BZICE/status/897235431061958656,0,2
2017-01-28 18:53:17,Margaritaville # DefineYourLoveLifeWithASong,SassyBossBitch1,825491969464029184,https://twitter.com/SassyBossBitch1/status/825491969464029184,0,1
2017-01-28 18:38:49,Let's go! # PAXsouth2017 # Margaritaville pic.twitter.com/6LC2SpFXDF,kickole,825488329990950915,https://twitter.com/kickole/status/825488329990950915,0,4
2017-01-28 18:37:51,made a wrong turn and now I'm lost in margaritaville!!!??? please send help – bei Margaritaville,spacedog999,825488087589515264,https://twitter.com/spacedog999/status/825488087589515264,0,1
2017-01-28 18:35:54,I will silently judge you from afar if you order a glass of wine at Margaritaville,KrystaJacobs7,825487596323213313,https://twitter.com/KrystaJacobs7/status/825487596323213313,0,1
2017-01-28 18:22:02,Perfection.,Tmama03,825484104909123588,https://twitter.com/Tmama03/status/825484104909123588,0,0
2017-01-28 18:11:12,I wish I was at the @ Margaritaville opening at the River Spirit Casino today instead of being sick at home doing homework,Shaylee15,825481381480378369,https://twitter.com/Shaylee15/status/825481381480378369,0,0
2017-01-28 18:09:41,"A buddy ran into this guy 2day in OK! Hey, @ jimmybuffett this Parrothead would love for you come back to Arkansas! # Buffett # Margaritaville pic.twitter.com/IqYz1wAyBs",heath_shelby,825480999874228225,https://twitter.com/heath_shelby/status/825480999874228225,0,0
2017-01-28 18:03:54,Wasted away again in Margaritaville @Margaritaville Hollywood Beach Resort https://www.instagram.com/p/BP02f4igB8H/,Jenni_Morrison,825479545608400898,https://twitter.com/Jenni_Morrison/status/825479545608400898,0,1
2017-01-28 18:00:15,"Subam para as colinas pq o ""DJ"" colocou MC Biruleibe no MargaritaVille de Guarulhos!! Ahhahahahah",mrquinta,825478624669102080,https://twitter.com/mrquinta/status/825478624669102080,0,0
2017-01-28 18:00:00,Enter for a chance to # Win @ Margaritaville Beach Chair # Giveaway - http://giveohgiveaway.com/margaritaville-beach-chair-giveaway/ …,giveohgiveaway,825478562471817217,https://twitter.com/giveohgiveaway/status/825478562471817217,0,0
2014-11-25 18:53:51,"The ""Jurassic World - Margaritaville"" Trailer the world needed https://www.youtube.com/watch?v=vILCLTaZMx4 …",rritzi,537393758648549376,https://twitter.com/rritzi/status/537393758648549376,0,0
2014-11-25 18:48:47,The shot of the # JurassicWorld trailer showing @ Margaritaville.... Dude there's a # Landshark sign. It's too perfectpic.twitter.com/9YUpgGhctR,thisfloridalife,537392483835981824,https://twitter.com/thisfloridalife/status/537392483835981824,0,3
2014-11-25 18:47:17,@ ORIMALAYS aye come margaritaville on Saturday,Nephy_01,537392108957483008,https://twitter.com/Nephy_01/status/537392108957483008,0,0
2014-11-25 18:41:40,Yes...This is brilliant - Jurassic World - Margaritaville Trailer: http://youtu.be/vILCLTaZMx4,gomery,537390695187623936,https://twitter.com/gomery/status/537390695187623936,0,0
2014-11-25 18:40:37,I just entered 2 win a @ Margaritaville Bali Frozen Concoction Maker + K-Cup Compat # Coffee @ SingleJoCoffee # FinsUp http://bit.ly/1xYQ3FV,gizfarris,537390428887474176,https://twitter.com/gizfarris/status/537390428887474176,0,0
2014-11-25 18:39:37,Enter to win a Margaritaville Bali Frozen Concoction Maker Ends 11/26 http://bit.ly/1xJ79WX,Southtexasstyle,537390179963506688,https://twitter.com/Southtexasstyle/status/537390179963506688,0,0
2014-11-25 18:38:55,So whos going to Islands Of Adventure & Margaritaville with me this sunday for my birthday? Tryna get a squad together. Lets have some fun!,DylRem,537390003161423872,https://twitter.com/DylRem/status/537390003161423872,0,3
2014-11-25 18:33:10,Winter is here! Can you tell?? Grand Turk island is home to @ margaritaville and @ carnivalcruise… http://instagram.com/p/v114oDix7r/,EverythingTCI,537388553664466944,https://twitter.com/EverythingTCI/status/537388553664466944,0,0
2014-11-25 18:31:32,Win A Margaritaville Bali Frozen Concoction Maker http://womanfreebies.com/sweepstakes/frozen-concoction-maker?socialshare=twittersharebutton … via @ WomanFreebiesUS,Judithann4444,537388146275520512,https://twitter.com/Judithann4444/status/537388146275520512,0,0
2014-11-25 18:23:26,"Jurassic World has a Margaritaville. If that's not reason enough to go, I don't know what is?",AunTime39,537386104614178816,https://twitter.com/AunTime39/status/537386104614178816,0,0
2017-01-21 18:57:13,Tin Cup Chalice may be one of the best songs ever made. @ jimmybuffett # margaritaville # parrothead,DeniseNaughton,822956245510488064,https://twitter.com/DeniseNaughton/status/822956245510488064,0,0
2017-01-21 18:52:50,Wasting away again in Margaritaville pic.twitter.com/8m0czDj8UR,DavidKirkpatri3,822955142207008768,https://twitter.com/DavidKirkpatri3/status/822955142207008768,0,0
